path,text
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_21973.png,nonspinning
/Users/ganeshmarpuri/development/synthetic_image generation/output/Chalkduster_76277.png,dicynodont
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Chancery_73518.png,Ultralogical scrollwork overready figworm coinmaker
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleMyungjo_57958.png,}}N^}q
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold Italic_87622.png,Parapsida rosetta plebs pterergate
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow_22861.png,dreggy
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New_36293.png,"@!]oq9=c,-uZZl)"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 3_29792.png,!0:SXnK3^WVg
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 2_81794.png,balloting
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText_27982.png,Pellicule stuccoyer auditual offlet?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Skia_96854.png,plicater
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold Italic_23150.png,tributary
/Users/ganeshmarpuri/development/synthetic_image generation/output/Impact_88673.png,Alticamelus
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma Bold_87216.png,Handscrape dethronable sobranje inbond pyoureter rubijervine.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial_70063.png,solsticion
/Users/ganeshmarpuri/development/synthetic_image generation/output/Ayuthaya_32153.png,dx4AoaZO
/Users/ganeshmarpuri/development/synthetic_image generation/output/Khmer Sangam MN_11270.png,Fabling romanes linger scyphulus?
/Users/ganeshmarpuri/development/synthetic_image generation/output/KefaIII_37326.png,Atacameno
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold_93167.png,vysV'wu
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Black_53473.png,Colletic tetrapterous draftage unprovable?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold Italic_92248.png,'Z:R*.4$
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS_72310.png,Joni oxidimetry brownist hexammine subvention wigwam
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Alternate Bold_95771.png,Bisectional emit ancylostome bootlace lifeboatman partile patibulary?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings_15805.png,"f!K,('"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Sathu_64572.png,iDm6)'hqSb
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold Italic_90297.png,Unhermetic planetarian proofer diffidation urosomitic auld benightment
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma_43668.png,4VI|]3iE1%
/Users/ganeshmarpuri/development/synthetic_image generation/output/PlantagenetCherokee_41433.png,Chlorococcus brabant dampy vintager batea.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold_31538.png,pF%Y7lPV&bpF
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold Italic_85882.png,`q83j
/Users/ganeshmarpuri/development/synthetic_image generation/output/Microsoft Sans Serif_60998.png,Behallow unvaluable undermaid whiteback sockdolager hippuric stridulatory.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold Italic_23345.png,Phainopepla togated dum preclaimer!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Rounded Bold_29506.png,Raj ideophone orchidaceous rustproof prefelic rymandra tellinacea!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold_28252.png,Nymphomaniac brushman patricianly mahdism
/Users/ganeshmarpuri/development/synthetic_image generation/output/Krungthep_22621.png,Louie numskullery lambale examiningly?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Andale Mono_83322.png,Unloafing mobby infectivity phototypist imprint.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Herculanum_24708.png,Iroquois subcarinate unbitten anisometric washproof!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS Bold_63128.png,suspensively
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Italic_40237.png,protogaster
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana_73223.png,interpolar
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold_13518.png,"#=V,O-.YA"
/Users/ganeshmarpuri/development/synthetic_image generation/output/LastResort_70170.png,morrhuate
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralItalic_37347.png,%>wZhw3{
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneral_55380.png,[eU$vA
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoMath_18382.png,Dp/FX:/WOD\
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBolIta_37390.png,Amoke pinnoite periostotomy dimensional ningpo calumniatory zeolite?
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBol_83087.png,Postureteric roosted jaspopal festilogy prooflessly upbraidingly raptor!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_46877.png,Nonmotorist redsear continuer nullable?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Geneva_66061.png,Plaister acinary anglomania unregardable dartoid crosshauling nautical!
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMono_22863.png,Urningism iroko bimetallism greekess shrubland secability?
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompact_72255.png,purveyoress
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYork_58181.png,Involvedly foresighted trommel tongsman consign?
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMonoItalic_99992.png,A'md};g\D
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNS_95786.png,uricolysis
/Users/ganeshmarpuri/development/synthetic_image generation/output/Monaco_46932.png,r@Lcv\Z+.tin
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Symbols_41589.png,Hocket brushwood macrobrachia sarcodes nemaline tilda eclegma!
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYorkItalic_92534.png,quassin
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactItalic_70787.png,Loper scheelite trashiness corniculer aramis noodle!
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSRounded_81971.png,Bilati
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactRounded_93849.png,mird
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSItalic_58236.png,Venite prescindent harquebus!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Webdings_74559.png,K3u;1
/Users/ganeshmarpuri/development/synthetic_image generation/output/Zapfino_53501.png,Vavasor haybote papa hydrazine initialist pudgy crazedness.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Italic_59820.png,bannet
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia_59463.png,94R?P
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold_57100.png,"f:,>7h4@F7"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bodoni 72 Smallcaps Book_91207.png,pessular
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold Italic_99530.png,%4Om)327W.W#
/Users/ganeshmarpuri/development/synthetic_image generation/output/Silom_99744.png,Rufofuscous civilizable rendzina unstretched hemimorphism semihiant!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Italic_45774.png,"jK}v,j5m"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Italic_59672.png,razzly
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bradley Hand Bold_47859.png,Unrefuting unexpensive amyridaceae.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Italic_17357.png,3)z?UOGL  _
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleGothic_72701.png, mPeNlu
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText-Italic_48233.png,[';XL[m~-BY>
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Condensed Bold_31682.png,dene
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold_41205.png,petaliform
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS_17771.png,whosesoever
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trattatello_98499.png,lamellar
/Users/ganeshmarpuri/development/synthetic_image generation/output/BigCaslon_15932.png,recorrupt
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold_21221.png,kaleyard
/Users/ganeshmarpuri/development/synthetic_image generation/output/Lao Sangam MN_63885.png,perpetuant
/Users/ganeshmarpuri/development/synthetic_image generation/output/Luminari_27713.png,iconophilist
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman_74689.png,Trowel jeroboam comfortless employless collectanea leery!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Brush Script_92816.png,Ix>S6zrB`$ZJ
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Italic_44790.png,Reconvey belduque waterman squattage kenareh unreconciled unexcluded
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Italic_97140.png,iliofemoral
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_51953.png,+^m>vne
/Users/ganeshmarpuri/development/synthetic_image generation/output/Chalkduster_69872.png,merism
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Chancery_27813.png,Lr7Y
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleMyungjo_71463.png,`EeyS
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold Italic_25231.png,menthane
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow_97747.png,outword
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New_18447.png,Spudboy uplick guestchamber pieceworker upclose.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 3_64823.png,Snowcraft sanely guazuma idiotcy unzone whimsically!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 2_65456.png,unnew
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText_36235.png,Templarlike manganosite depreciatory gametogenous kalang dicranterian.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Skia_77781.png,Limitable underjawed theologate bookmaking consolidator commixt?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold Italic_97159.png,Q(wtgrq-Oob
/Users/ganeshmarpuri/development/synthetic_image generation/output/Impact_49540.png,albumean
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma Bold_66171.png,Terebic deprecable quinate.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial_89572.png,industrially
/Users/ganeshmarpuri/development/synthetic_image generation/output/Ayuthaya_24325.png,Overstore fanman surquedry?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Khmer Sangam MN_79529.png,nccaQ}vf2dt
/Users/ganeshmarpuri/development/synthetic_image generation/output/KefaIII_46482.png,Cultirostres
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold_66908.png,Faunlike strapless emigree criminaloid!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Black_62232.png,Dunker
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold Italic_18091.png,Baldwin conjugacy harv gynecology dolorousness lactotoxin rhinocelian?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS_67921.png,`%F+C9x
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Alternate Bold_27185.png,Interlineate dodge influxion bargain antiricin scurvish
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings_13885.png,"/FSHsII1&,KS"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Sathu_39598.png,Duessa
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold Italic_79129.png," ""ecCJiPzUS"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma_35318.png,Tenositis sindle shivereens?
/Users/ganeshmarpuri/development/synthetic_image generation/output/PlantagenetCherokee_12651.png,goburra
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold_52801.png,Unsedentary archeocyte sedulous ectomere comma strobic salvager.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold Italic_84781.png,peculiar
/Users/ganeshmarpuri/development/synthetic_image generation/output/Microsoft Sans Serif_27658.png,Cotyloid culmy jivaro
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold Italic_46656.png,tragedienne
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Rounded Bold_57687.png,Blackbutt folie yearn tangaloa jollity epizoarian.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold_42028.png,*K\H))e>me
/Users/ganeshmarpuri/development/synthetic_image generation/output/Krungthep_66938.png,Leucoindigo leatherside oxskin diseased saddlesore pugnacious reiteration!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Andale Mono_75080.png,nonapply
/Users/ganeshmarpuri/development/synthetic_image generation/output/Herculanum_69399.png,Te .?Z`q1<uEr@w
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS Bold_39209.png,Soricoid pauliad tsarevitch acinetaria?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Italic_24674.png,Transmissive leash archfire diphyzooid chargeling.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana_76358.png,Tocharic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold_15314.png,Fluffiness acetose giganticide dolefully!
